id,singer,name,ext,path,time,duration,mv,album,online
54fd55cd-b773-4e8f-bed5-7b0bb570492c,国风堂、司南,吹灭小山河,mp3,/Users/lichong/Music/local/国风堂、司南-吹灭小山河.mp3,03:06,186,false,false,false
c9dec2d0-a527-4cc9-ae4c-450e6a35313a,买辣椒也用券,起风了,mp3,/Users/lichong/Music/local/买辣椒也用券 - 起风了.mp3,05:25,325,false,false,false
